periodo,estu_consecutivo,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_depto_ubicacion,cole_mcpio_ubicacion,estu_genero,fami_estratovivienda,fami_personashogar,fami_tienecomputador,fami_tieneinternet,desemp_ingles,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20102,SB11201020051630,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,RISARALDA,PEREIRA,F,Estrato 3,Siete,Si,No,A1,57.29,60.91,,,,
20162,SB11201620027019,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Cinco,Si,Si,A2,63.0,53.0,54.0,56.0,58.0,279.0
20194,SB11201940545294,URBANO,,A,MIXTO,UNICA,OFICIAL,RISARALDA,PEREIRA,F,Estrato 2,1 a 2,Si,Si,B+,85.0,69.0,68.0,62.0,73.0,347.0
20194,SB11201940545294,URBANO,,A,MIXTO,UNICA,OFICIAL,RISARALDA,PEREIRA,F,Estrato 2,1 a 2,Si,Si,B+,85.0,69.0,68.0,62.0,73.0,347.0
20172,SB11201720207485,URBANO,,A,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 1,7 a 8,No,No,A-,42.0,45.0,49.0,57.0,54.0,253.0
20172,SB11201720076392,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,HUILA,LA PLATA,F,Estrato 1,3 a 4,No,No,A-,43.0,41.0,44.0,52.0,42.0,223.0
20162,SB11201620035660,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,META,LEJANIAS,F,Estrato 1,Seis,No,No,A2,58.0,53.0,48.0,53.0,49.0,256.0
20132,SB11201320080771,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 1,Seis,Si,No,A-,40.0,41.0,,,,
20132,SB11201320060559,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,SAN ANDRÉS DE SOTAVENTO,F,Estrato 1,Cinco,No,No,A1,45.0,38.0,,,,
20122,SB11201220304312,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Tres,Si,Si,A1,48.0,52.0,,,,
20142,SB11201420500690,URBANO,N,A,MIXTO,NOCHE,OFICIAL,CESAR,AGUSTIN CODAZZI,M,Estrato 1,Cinco,No,No,A-,38.0,46.0,36.0,45.0,44.0,212.0
20102,SB11201020209284,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,MELGAR,F,Estrato 3,Cuatro,Si,No,A2,65.57,55.62,,,,
20102,SB11201020209284,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,MELGAR,F,Estrato 3,Cuatro,Si,No,A2,65.57,55.62,,,,
20102,SB11201020209284,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,MELGAR,F,Estrato 3,Cuatro,Si,No,A2,65.57,55.62,,,,
20132,SB11201320059663,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,BELLO,F,Estrato 2,Cuatro,No,No,A-,39.0,52.0,,,,
20162,SB11201620229330,URBANO,N,A,MIXTO,NOCHE,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,Cuatro,Si,Si,A-,38.0,42.0,52.0,45.0,53.0,235.0
20132,SB11201320450739,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 4,Cuatro,Si,Si,A1,46.0,43.0,,,,
20172,SB11201720190345,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,TULUA,M,Estrato 5,3 a 4,Si,Si,A2,60.0,54.0,49.0,53.0,56.0,268.0
20112,SB11201120411537,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,MANIZALES,M,Estrato 2,Tres,,No,A1,47.0,55.0,,,,
20122,SB11201220258512,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,PUTUMAYO,VALLE DEL GUAMUEZ,M,Estrato 1,Cuatro,,No,A-,38.0,46.0,,,,
20194,SB11201940342201,RURAL,,A,MIXTO,TARDE,OFICIAL,CORDOBA,PLANETA RICA,F,Estrato 2,3 a 4,No,No,A-,33.0,38.0,27.0,36.0,35.0,170.0
20194,SB11201940342201,RURAL,,A,MIXTO,TARDE,OFICIAL,CORDOBA,PLANETA RICA,F,Estrato 2,3 a 4,No,No,A-,33.0,38.0,27.0,36.0,35.0,170.0
20112,SB11201120016007,URBANO,N,A,MIXTO,NOCHE,OFICIAL,SANTANDER,COROMORO,F,Estrato 2,Cuatro,Si,Si,A-,41.0,27.0,,,,
20152,SB11201520380133,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,SINCELEJO,F,Estrato 1,Seis,No,No,A-,40.0,41.0,38.0,38.0,43.0,200.0
20132,SB11201320470881,URBANO,,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 2,Cuatro,Si,Si,A2,56.0,62.0,,,,
20102,SB11201020390122,URBANO,N,A,MIXTO,NOCHE,OFICIAL,BOLIVAR,MOMPÓS,F,Estrato 1,Siete,Si,Si,A-,45.84,30.9,,,,
20172,SB11201720321490,RURAL,N,A,MIXTO,COMPLETA,NO OFICIAL,CUNDINAMARCA,COTA,F,Estrato 4,3 a 4,Si,Si,B1,68.0,60.0,54.0,46.0,52.0,271.0
20112,SB11201120503384,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,YOLOMBÓ,F,Estrato 1,Tres,Si,No,A1,47.0,22.0,,,,
20142,SB11201420491318,URBANO,N,A,MIXTO,SABATINA,OFICIAL,ANTIOQUIA,ARBOLETES,F,Estrato 1,Dos,Si,No,A-,45.0,41.0,36.0,41.0,36.0,195.0
20102,SB11201020137183,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,BELLO,F,Estrato 2,Tres,Si,Si,A-,43.53,35.39,,,,
20172,SB11201720308798,URBANO,N,A,MIXTO,NOCHE,OFICIAL,CALDAS,CHINCHINA,F,Estrato 1,9 o más,No,No,A-,45.0,36.0,46.0,39.0,42.0,205.0
20102,SB11201020539288,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,TURBO,F,Estrato 1,Tres,No,No,A-,46.27,42.4,,,,
20122,SB11201220288756,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Dos,Si,Si,A1,45.0,56.0,,,,
20152,SB11201520134252,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Cuatro,Si,Si,B1,71.0,49.0,66.0,57.0,57.0,292.0
20162,SB11201620108886,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,FLORIDABLANCA,M,Estrato 2,Cuatro,Si,Si,A-,44.0,63.0,59.0,58.0,67.0,302.0
20101,SB11201010126649,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,RIONEGRO,F,Estrato 1,Cinco,No,No,A-,38.78,49.55,,,,
20152,SB11201520402205,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 1,Cuatro,Si,Si,A-,44.0,36.0,33.0,41.0,32.0,181.0
20132,SB11201320129526,URBANO,,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 2,Siete,No,No,A-,40.0,43.0,,,,
20102,SB11201020162866,URBANO,N,A,MIXTO,TARDE,NO OFICIAL,ANTIOQUIA,TURBO,M,Estrato 2,Tres,Si,Si,A1,51.33,48.09,,,,
20122,SB11201220294048,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Cuatro,Si,No,A2,57.0,58.0,,,,
20152,SB11201520557363,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MARINILLA,M,Estrato 2,Cuatro,No,No,A-,41.0,42.0,44.0,40.0,44.0,212.0
20112,SB11201120085622,URBANO,N,A,MIXTO,TARDE,OFICIAL,MAGDALENA,SANTA MARTA,F,Estrato 1,Siete,Si,Si,A1,49.0,56.0,,,,
20152,SB11201520195550,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,SEVILLA,F,Estrato 2,Cinco,No,No,A-,46.0,40.0,49.0,44.0,46.0,224.0
20152,SB11201520313882,URBANO,N,A,MIXTO,TARDE,NO OFICIAL,META,VILLAVICENCIO,F,Estrato 3,Cinco,Si,Si,A1,57.0,55.0,39.0,42.0,43.0,228.0
20201,SB11202010003606,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 3,3 a 4,Si,Si,A-,47.0,32.0,48.0,48.0,52.0,226.0
20142,SB11201420063644,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CESAR,CHIRIGUANA,M,Estrato 1,Cinco,Si,No,A-,45.0,44.0,42.0,44.0,38.0,211.0
20102,SB11201020388843,URBANO,N,A,MIXTO,NOCHE,NO OFICIAL,BOLIVAR,MAGANGUÉ,M,Estrato 1,Cuatro,Si,Si,A-,44.93,55.62,,,,
20112,SB11201120585472,URBANO,N,OTRO,MIXTO,MAÑANA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 1,Cuatro,Si,Si,A-,30.0,39.0,,,,
20142,SB11201420124359,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,ITAGUI,M,Estrato 2,Cuatro,Si,Si,A1,51.0,50.0,42.0,49.0,43.0,232.0
20142,SB11201420024482,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,Tres,Si,No,A1,57.0,67.0,44.0,61.0,56.0,285.0
20194,SB11201940460477,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 2,1 a 2,No,No,A1,49.0,60.0,52.0,51.0,64.0,281.0
20194,SB11201940460477,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 2,1 a 2,No,No,A1,49.0,60.0,52.0,51.0,64.0,281.0
20162,SB11201620301665,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 2,Dos,Si,No,A-,34.0,56.0,42.0,50.0,52.0,245.0
20102,SB11201020558816,URBANO,N,A,MIXTO,TARDE,NO OFICIAL,ATLANTICO,SOLEDAD,M,Estrato 2,Cuatro,No,No,A1,56.09,25.02,,,,
20132,SB11201320338726,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,BOYACA,CHIQUINQUIRÁ,M,Estrato 1,Cinco,Si,Si,A1,46.0,60.0,,,,
20132,SB11201320061901,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,40.0,29.0,,,,
20102,SB11201020019280,URBANO,N,A,MIXTO,TARDE,OFICIAL,SANTANDER,FLORIDABLANCA,F,Estrato 1,,,,A-,41.66,50.82,,,,
20172,SB11201720458280,URBANO,,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,5 a 6,Si,Si,A-,42.0,42.0,38.0,38.0,46.0,205.0
20162,SB11201620549551,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 3,Siete,Si,Si,B1,68.0,58.0,56.0,58.0,57.0,291.0
20112,SB11201120074575,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,HUILA,PITALITO,F,Estrato 1,Cuatro,Si,Si,A-,41.0,31.0,,,,
20194,SB11201940029900,URBANO,,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,1 a 2,Si,Si,A2,62.0,65.0,58.0,56.0,65.0,305.0
20194,SB11201940029900,URBANO,,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,1 a 2,Si,Si,A2,62.0,65.0,58.0,56.0,65.0,305.0
20122,SB11201220392116,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOYACA,TUNJA,F,Estrato 1,Cuatro,No,No,A-,43.0,24.0,,,,
20152,SB11201520416287,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 1,Diez,No,No,A-,46.0,41.0,41.0,48.0,36.0,209.0
20152,SB11201520437037,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CALI,F,Estrato 1,Tres,No,No,A1,52.0,47.0,59.0,41.0,47.0,244.0
20162,SB11201620255669,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,Tres,Si,Si,A1,55.0,39.0,55.0,49.0,57.0,252.0
20132,SB11201320328842,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 2,Dos,Si,No,A-,37.0,40.0,,,,
20112,SB11201120396696,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOYACA,DUITAMA,F,Estrato 3,Cuatro,Si,No,A2,55.0,76.0,,,,
20142,SB11201420322253,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 3,Nueve,Si,Si,A1,49.0,43.0,38.0,46.0,38.0,209.0
20172,SB11201720405884,URBANO,N,A,MIXTO,NOCHE,OFICIAL,VALLE,CALI,F,,,Si,,A1,49.0,41.0,51.0,48.0,41.0,228.0
20152,SB11201520081575,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Tres,Si,Si,A1,57.0,68.0,68.0,66.0,57.0,321.0
20112,SB11201120026625,RURAL,,A,MIXTO,COMPLETA,NO OFICIAL,SANTANDER,GÁMBITA,F,Estrato 2,Cinco,No,No,A-,43.0,59.0,,,,
20142,SB11201420381425,RURAL,S,A,MIXTO,COMPLETA,OFICIAL,CAUCA,TORIBIO,M,Estrato 1,Cinco,No,No,A-,44.0,48.0,46.0,53.0,47.0,241.0
20162,SB11201620115746,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,QUINDIO,ARMENIA,M,Estrato 2,Tres,Si,Si,A1,58.0,64.0,64.0,61.0,58.0,307.0
20194,SB11201940552627,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,MONTELÍBANO,F,Estrato 5,5 a 6,No,No,A1,48.0,39.0,34.0,41.0,49.0,207.0
20194,SB11201940552627,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,MONTELÍBANO,F,Estrato 5,5 a 6,No,No,A1,48.0,39.0,34.0,41.0,49.0,207.0
20152,SB11201520136814,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,EL CERRITO,F,Estrato 1,Cinco,Si,Si,A-,42.0,37.0,39.0,42.0,35.0,193.0
20122,SB11201220297325,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,Cuatro,Si,No,A-,42.0,49.0,,,,
20112,SB11201120230731,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CANDELARIA,M,Estrato 1,Cinco,Si,No,A-,43.0,31.0,,,,
20122,SB11201220037435,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,SUCRE,SUCRE,M,Estrato 1,Cinco,No,No,A-,40.0,43.0,,,,
20132,SB11201320558150,RURAL,,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,MONTERÍA,F,Estrato 1,Cinco,No,No,A-,40.0,37.0,,,,
20142,SB11201420473794,URBANO,N,A,MIXTO,TARDE,OFICIAL,META,VILLAVICENCIO,F,Estrato 3,Cuatro,Si,Si,A-,48.0,55.0,52.0,51.0,52.0,261.0
20162,SB11201620473657,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,CUNDINAMARCA,GIRARDOT,M,Estrato 2,Tres,No,No,A1,53.0,43.0,46.0,48.0,47.0,232.0
20151,SB11201510037247,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,YUMBO,F,Estrato 2,Cuatro,Si,Si,A2,64.0,56.0,64.0,58.0,49.0,287.0
20132,SB11201320041837,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CAUCA,SANTANDER DE QUILICHAO,M,Estrato 1,Una,No,No,A1,48.0,34.0,,,,
20112,SB11201120180236,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,LEIVA,F,Estrato 1,Seis,No,No,A1,45.0,41.0,,,,
20132,SB11201320348174,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,LA PALMA,M,Estrato 1,Cuatro,No,No,A-,39.0,62.0,,,,
20142,SB11201420239656,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,ANTIOQUIA,CAÑASGORDAS,M,Estrato 1,Cuatro,Si,No,A-,44.0,47.0,47.0,41.0,55.0,236.0
20172,SB11201720267398,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 3,5 a 6,Si,Si,A-,45.0,55.0,50.0,49.0,60.0,264.0
20172,SB11201720282872,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,ANTIOQUIA,YALI,F,Estrato 2,5 a 6,No,No,A1,53.0,55.0,55.0,57.0,58.0,280.0
20172,SB11201720165414,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 4,5 a 6,Si,Si,B1,74.0,52.0,61.0,59.0,60.0,296.0
20194,SB11201940220832,URBANO,N,A,MIXTO,TARDE,OFICIAL,SANTANDER,CURITÍ,F,Estrato 2,3 a 4,No,No,A2,67.0,57.0,43.0,39.0,55.0,250.0
20194,SB11201940220832,URBANO,N,A,MIXTO,TARDE,OFICIAL,SANTANDER,CURITÍ,F,Estrato 2,3 a 4,No,No,A2,67.0,57.0,43.0,39.0,55.0,250.0
20152,SB11201520395284,URBANO,N,A,MIXTO,TARDE,OFICIAL,META,VILLAVICENCIO,M,Estrato 1,Cinco,No,No,A-,38.0,49.0,49.0,46.0,50.0,238.0
20112,SB11201120129700,URBANO,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,M,Estrato 1,Seis,Si,Si,A-,30.0,55.0,,,,
20181,SB11201810016997,URBANO,S,B,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 6,3 a 4,Si,Si,B+,87.0,79.0,74.0,77.0,71.0,381.0
20181,SB11201810016997,URBANO,S,B,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 6,3 a 4,Si,Si,B+,87.0,79.0,74.0,77.0,71.0,381.0
20162,SB11201620387243,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,META,CUMARAL,F,Estrato 1,Siete,No,No,A-,35.0,41.0,34.0,42.0,34.0,188.0
20172,SB11201720493674,URBANO,,A,MIXTO,MAÑANA,NO OFICIAL,NARIÑO,PASTO,M,Estrato 1,7 a 8,Si,Si,A-,34.0,61.0,60.0,57.0,60.0,288.0
20102,SB11201020113292,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,,,,,A1,50.87,45.38,,,,
20122,SB11201220124706,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,M,Estrato 1,Seis,No,No,A-,40.0,56.0,,,,
20172,SB11201720409894,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,FLORIDABLANCA,F,Estrato 1,5 a 6,Si,Si,A2,62.0,55.0,61.0,61.0,56.0,293.0
20162,SB11201620469439,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MARINILLA,F,Estrato 2,Cinco,No,No,A-,41.0,29.0,38.0,41.0,36.0,182.0
20172,SB11201720059277,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,ENVIGADO,F,Estrato 5,3 a 4,Si,Si,B+,80.0,55.0,58.0,54.0,51.0,282.0
20152,SB11201520272532,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOYACA,CHIQUINQUIRA,M,Estrato 2,Cuatro,Si,Si,A1,57.0,59.0,68.0,69.0,63.0,321.0
20102,SB11201020115941,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,RIONEGRO,M,Estrato 3,Seis,No,No,A-,47.15,50.67,,,,
20102,SB11201020215211,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,43.53,39.12,,,,
20142,SB11201420159852,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA,M,Estrato 2,Seis,No,No,A-,47.0,38.0,51.0,48.0,47.0,230.0
20194,SB11201940489227,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOYACA,RÁQUIRA,F,Estrato 1,5 a 6,Si,No,A2,65.0,66.0,62.0,57.0,60.0,308.0
20194,SB11201940489227,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOYACA,RÁQUIRA,F,Estrato 1,5 a 6,Si,No,A2,65.0,66.0,62.0,57.0,60.0,308.0
20152,SB11201520467854,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,YACUANQUER,M,Estrato 1,Una,No,No,A-,40.0,51.0,43.0,52.0,43.0,233.0
20122,SB11201220178378,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,IPIALES,F,Estrato 1,Cinco,No,No,A-,43.0,55.0,,,,
20172,SB11201720325559,URBANO,N,A,MIXTO,TARDE,OFICIAL,SUCRE,SINCELEJO,F,Estrato 1,9 o más,Si,Si,A1,52.0,53.0,51.0,58.0,58.0,274.0
20162,SB11201620495434,URBANO,N,A,MIXTO,TARDE,OFICIAL,CESAR,VALLEDUPAR,F,Estrato 1,Cuatro,No,No,A-,44.0,37.0,38.0,48.0,49.0,214.0
20132,SB11201320193394,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,CORDOBA,MONTERÍA,F,Estrato 4,Cinco,Si,Si,B1,74.0,59.0,,,,
20142,SB11201420357262,RURAL,,A,MIXTO,COMPLETA,OFICIAL,HUILA,TARQUI,F,Estrato 1,Seis,Si,No,A-,38.0,48.0,44.0,50.0,47.0,233.0
20132,SB11201320142019,URBANO,,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 2,Cuatro,Si,Si,A1,50.0,29.0,,,,
20112,SB11201120065786,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,HUILA,YAGUARÁ,F,Estrato 1,Cinco,No,No,A-,43.0,52.0,,,,
20142,SB11201420107807,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Cuatro,Si,Si,A1,54.0,67.0,69.0,65.0,78.0,343.0
20122,SB11201220301755,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,Cinco,Si,Si,A-,43.0,46.0,,,,
20172,SB11201720054419,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,CHINCHINA,M,Estrato 2,,Si,Si,A-,46.0,45.0,49.0,50.0,59.0,252.0
20162,SB11201620221364,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 1,Tres,Si,Si,A1,53.0,53.0,42.0,58.0,43.0,247.0
20162,SB11201620273712,URBANO,,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,IBAGUE,M,Estrato 1,Cuatro,No,Si,A2,63.0,55.0,59.0,60.0,70.0,307.0
20102,SB11201020264130,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ATLANTICO,BARRANQUILLA,M,Estrato 1,Siete,No,No,A-,44.51,42.4,,,,
20142,SB11201420255821,URBANO,N,A,MIXTO,TARDE,OFICIAL,CUNDINAMARCA,MOSQUERA,F,Estrato 2,Cinco,Si,Si,A-,44.0,58.0,44.0,52.0,49.0,251.0
20142,SB11201420420023,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,Cinco,Si,Si,A1,58.0,56.0,62.0,64.0,58.0,299.0
20122,SB11201220150179,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,ITAGÜÍ,F,Estrato 2,Cuatro,Si,Si,A-,38.0,34.0,,,,
20194,SB11201940395979,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 1,7 a 8,No,No,A-,35.0,39.0,38.0,38.0,45.0,198.0
20194,SB11201940395979,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 1,7 a 8,No,No,A-,35.0,39.0,38.0,38.0,45.0,198.0
20102,SB11201020373739,URBANO,N,A,MASCULINO,MAÑANA,NO OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,M,Estrato 5,Dos,Si,Si,A1,59.67,42.4,,,,
20152,SB11201520435430,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CAUCA,BUENOS AIRES,F,Estrato 1,Dos,No,No,A-,44.0,32.0,18.0,40.0,46.0,174.0
20142,SB11201420194071,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,VILLA DEL ROSARIO,M,Estrato 2,Cuatro,Si,No,A1,51.0,55.0,59.0,56.0,51.0,275.0
20102,SB11201020198308,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,TIBÚ,M,Estrato 2,Tres,No,No,A-,36.8,42.4,,,,
20102,SB11201020342299,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 3,Dos,Si,Si,A-,43.53,58.38,,,,
20122,SB11201220111330,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,36.0,31.0,,,,
20201,SB11202010017618,URBANO,N,B,MIXTO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 4,3 a 4,Si,Si,B1,77.0,70.0,75.0,65.0,68.0,350.0
20172,SB11201720258060,URBANO,N,A,MIXTO,NOCHE,OFICIAL,CAUCA,POPAYAN,M,Estrato 2,3 a 4,No,No,A-,42.0,51.0,44.0,58.0,51.0,252.0
20102,SB11201020217274,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CALI,F,Estrato 2,Cinco,No,No,A-,44.93,39.12,,,,
20172,SB11201720034817,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,CUNDINAMARCA,VILLETA,F,Estrato 5,3 a 4,Si,Si,A-,42.0,51.0,53.0,53.0,60.0,267.0
20171,SB11201710044983,URBANO,N,B,MIXTO,TARDE,NO OFICIAL,VALLE,CALI,M,Estrato 2,3 a 4,Si,Si,A1,55.0,54.0,61.0,56.0,52.0,278.0
20102,SB11201020154653,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,LA ESTRELLA,M,Estrato 2,Tres,Si,Si,A-,45.84,48.17,,,,
